lncRNA,score
Gm15347,5.59E-05
Gm14471,5.57E-05
NONMMUG007313,5.56E-05
Gm15559,5.54E-05
1700024P03Rik,5.52E-05
Gm17215,5.52E-05
Gm14820,5.48E-05
Rmst,5.48E-05
Gm16093,5.47E-05
2810403D21Rik,5.47E-05
2310014F06Rik,5.45E-05
4930556N13Rik,5.45E-05
4930525G20Rik,5.42E-05
Gm16163,5.38E-05
Neat1,5.37E-05
Gm20457,5.34E-05
Dlx1as,5.32E-05
Gm15414,5.31E-05
Gm13634,5.30E-05
Has2as,5.30E-05
BC039771,5.30E-05
Gm9929,5.28E-05
D330022K07Rik,5.28E-05
Gm15738,5.27E-05
Gm11973,5.27E-05
C530005A16Rik,5.26E-05
Gm17036,5.25E-05
Gm10863,5.23E-05
4930445B16Rik,5.22E-05
Gm13830,5.21E-05
0610040F04Rik,5.19E-05
Gm10658,5.18E-05
Gm10701,5.17E-05
Gm13832,5.17E-05
8430429K09Rik,5.17E-05
Gm14372,5.16E-05
4930581F22Rik,5.15E-05
Gm15338,5.13E-05
Gm16751,5.13E-05
Gm12207,5.13E-05
Gm2415,5.12E-05
4833417C18Rik,5.11E-05
8030451A03Rik,5.09E-05
Gm16083,5.09E-05
9230114K14Rik,5.09E-05
Gm17057,5.08E-05
Gm16759,5.06E-05
Gm11476,5.06E-05
Gm1992,5.05E-05
Gm13067,5.03E-05
Gm15337,5.02E-05
BC065397,5.01E-05
Gm13610,5.00E-05
Gm16832,5.00E-05
BB557941,5.00E-05
Gm15983,4.99E-05
Gm15246,4.99E-05
A530058N18Rik,4.98E-05
4930594M22Rik,4.95E-05
9330158H04Rik,4.95E-05
linc1388,4.94E-05
Gm20529,4.94E-05
9130024F11Rik,4.94E-05
1700006D18Rik,4.92E-05
4930448K12Rik,4.91E-05
Gm12132,4.90E-05
Gm16268,4.88E-05
8430403D17Rik,4.88E-05
Gm12971,4.88E-05
4930556G01Rik,4.87E-05
4930471I20Rik,4.85E-05
E230016M11Rik,4.83E-05
4930556N08Rik,4.82E-05
1700001G01Rik,4.82E-05
Gm16343,4.82E-05
AC104908.1,4.80E-05
Gm15718,4.79E-05
8030453O22Rik,4.79E-05
Gm13856,4.78E-05
4930517O19Rik,4.76E-05
Gm15964,4.76E-05
4930524L23Rik,4.75E-05
Gm13589,4.75E-05
AC122932.1,4.74E-05
Gm17021,4.73E-05
A230006K03Rik,4.73E-05
linc1335,4.73E-05
Gm16068,4.72E-05
F630206G17Rik,4.72E-05
Gm13938,4.71E-05
Gm13520,4.70E-05
Gm14023,4.69E-05
0610009E02Rik,4.68E-05
Gm17077,4.67E-05
Gm12743,4.66E-05
Gm13986,4.65E-05
NONMMUG013725,4.63E-05
lincRNA-Cox2,4.63E-05
Scarna6,4.62E-05
Gm15788,4.62E-05
linc1288,4.60E-05
Gm11266,4.59E-05
1700094C10Rik,4.59E-05
Gm16168,4.58E-05
Gm13563,4.58E-05
2810002D19Rik,4.55E-05
9430041J12Rik,4.54E-05
4930470G03Rik,4.53E-05
4930513N10Rik,4.52E-05
Gm20446,4.51E-05
Gm17090,4.49E-05
Gm7580,4.49E-05
1700040N02Rik,4.49E-05
Gm11206,4.49E-05
Gm15083,4.48E-05
E430024P14Rik,4.47E-05
2900008C10Rik,4.46E-05
Gm12868,4.45E-05
Gm15046,4.45E-05
Gm14342,4.44E-05
D630008O14Rik,4.43E-05
Gm15527,4.42E-05
Gm11491,4.42E-05
Gm12609,4.42E-05
4930579G18Rik,4.41E-05
C230004F18Rik,4.40E-05
Gm11725,4.40E-05
Gm9750,4.40E-05
Gm15218,4.40E-05
Gm16933,4.39E-05
Gm13845,4.39E-05
Gm15943,4.37E-05
1700003F17Rik,4.37E-05
Gm7457,4.37E-05
Gm11722,4.37E-05
2610028E06Rik,4.36E-05
C230014O12Rik,4.36E-05
Gt(ROSA)26Sor,4.36E-05
Gm10785,4.35E-05
AC119899.1,4.34E-05
Gm17354,4.33E-05
2310040G07Rik,4.32E-05
1700011J10Rik,4.32E-05
Gm13963,4.32E-05
Gm16279,4.31E-05
Gm16108,4.31E-05
Gm2301,4.31E-05
linc1563,4.31E-05
B230398E01Rik,4.31E-05
Gm15477,4.30E-05
Gm13977,4.29E-05
Gm16552,4.29E-05
Gm16277,4.28E-05
Gm12758,4.28E-05
Gm17071,4.28E-05
Gm10714,4.28E-05
Gm15518,4.27E-05
4930412C18Rik,4.27E-05
Gm10629,4.26E-05
Gm13561,4.26E-05
Gm15886,4.25E-05
4933431E20Rik,4.25E-05
Gm11457,4.23E-05
4930483K19Rik,4.22E-05
A830082K12Rik,4.22E-05
Gm10475,4.22E-05
F730043M19Rik,4.21E-05
Gm17233,4.21E-05
Gm12446,4.21E-05
Gm15927,4.20E-05
1600002D24Rik,4.20E-05
4933413J09Rik,4.19E-05
Gm16582,4.18E-05
4930506C21Rik,4.18E-05
9530051G07Rik,4.18E-05
C030047K22Rik,4.18E-05
C030005K06Rik,4.17E-05
4930565N06Rik,4.17E-05
4930417H01Rik,4.16E-05
Gm11033,4.15E-05
Gm13266,4.14E-05
Gm14546,4.13E-05
Gm13211,4.13E-05
1700110K17Rik,4.12E-05
4930473A02Rik,4.10E-05
2610027K06Rik,4.10E-05
Gm15535,4.10E-05
1810062O18Rik,4.09E-05
Gm16267,4.09E-05
2700069I18Rik,4.08E-05
4933439C10Rik,4.08E-05
Gm9968,4.06E-05
1700001L05Rik,4.06E-05
Gm16278,4.06E-05
Gm16070,4.03E-05
Gm13936,4.03E-05
Gm17135,4.03E-05
9130017K11Rik,4.01E-05
Gm12002,4.01E-05
A930028C08Rik,4.00E-05
Gm16185,3.98E-05
Gm15825,3.97E-05
Gm15492,3.97E-05
Gm12981,3.97E-05
A830036E02Rik,3.97E-05
Gm16043,3.96E-05
Gm15637,3.95E-05
Gm13919,3.95E-05
Gm13380,3.95E-05
9330198N18Rik,3.94E-05
Gm15506,3.93E-05
2900079G21Rik,3.93E-05
Gm16201,3.93E-05
AC158998.1,3.92E-05
1700003D09Rik,3.91E-05
Gm16549,3.91E-05
Gm3294,3.90E-05
Gm17382,3.90E-05
Gm20468,3.90E-05
A530072M11Rik,3.89E-05
A430035B10Rik,3.89E-05
Gm14232,3.89E-05
Gm13944,3.89E-05
Gm15997,3.88E-05
AI480526,3.88E-05
1700085B03Rik,3.88E-05
Gm15686,3.87E-05
Gm16126,3.87E-05
Gm11714,3.86E-05
Gm15496,3.84E-05
Gm17201,3.84E-05
B130055M24Rik,3.84E-05
4930557C09Rik,3.83E-05
2010204K13Rik,3.83E-05
Gm12153,3.82E-05
0610005C13Rik,3.81E-05
NONMMUG030822,3.81E-05
5430402O13Rik,3.79E-05
BC024582,3.79E-05
Gm16154,3.79E-05
Gm5570,3.78E-05
Gm15751,3.78E-05
Gm16537,3.77E-05
Gm11100,3.77E-05
Gm11932,3.76E-05
4932412D23Rik,3.76E-05
Gm16172,3.75E-05
Gm12474,3.75E-05
4930500J02Rik,3.75E-05
Gm16062,3.73E-05
Gm11202,3.73E-05
Gm15991,3.72E-05
9130410C08Rik,3.72E-05
Gm11739,3.70E-05
NONMMUG004254,3.69E-05
Gm10804,3.67E-05
Gm11632,3.67E-05
C130036L24Rik,3.67E-05
Gm15832,3.66E-05
A230072E10Rik,3.65E-05
4932702P03Rik,3.64E-05
D6Ertd474e,3.63E-05
Gm11751,3.63E-05
Gm16541,3.62E-05
Gm15418,3.61E-05
Gm12146,3.61E-05
Gm16090,3.61E-05
Gm10248,3.61E-05
Gm20548,3.60E-05
AW822252,3.60E-05
Gm15893,3.60E-05
Gm12665,3.60E-05
linc1500,3.59E-05
Gm11816,3.58E-05
1700064E03Rik,3.58E-05
Gm15205,3.58E-05
D430001F17Rik,3.58E-05
Gm13270,3.58E-05
2410137F16Rik,3.57E-05
4930505H01Rik,3.57E-05
1700023L04Rik,3.57E-05
Gm11365,3.57E-05
Gm17023,3.55E-05
Gm17202,3.55E-05
Gm15857,3.55E-05
2700086A05Rik,3.55E-05
Gm20470,3.54E-05
Gm11884,3.54E-05
Gm15747,3.54E-05
Gm14582,3.51E-05
Gm15584,3.51E-05
A330050B17Rik,3.51E-05
Gm17139,3.50E-05
A230009B12Rik,3.50E-05
Gm12360,3.50E-05
A830012C17Rik,3.50E-05
Gm16124,3.50E-05
Gm12116,3.49E-05
A330040F15Rik,3.49E-05
Gm16271,3.49E-05
4921518J05Rik,3.49E-05
1110035M17Rik,3.49E-05
Gm13219,3.47E-05
Gm16235,3.47E-05
6720416L17Rik,3.45E-05
Gm10574,3.45E-05
Gm11376,3.45E-05
9330154K18Rik,3.44E-05
Gm15344,3.43E-05
4930412M03Rik,3.41E-05
Gm15862,3.41E-05
Gm17024,3.40E-05
AC139063.1,3.40E-05
Gm16976,3.40E-05
Gm16151,3.39E-05
9230115E21Rik,3.39E-05
Gm12841,3.39E-05
Gm16534,3.38E-05
Gm13713,3.38E-05
Gm11613,3.38E-05
Gm16984,3.37E-05
Gm15674,3.37E-05
4933425H06Rik,3.36E-05
E230016K23Rik,3.36E-05
4930533B01Rik,3.35E-05
B230209K01Rik,3.34E-05
Gm13780,3.34E-05
Gm13111,3.34E-05
Gm15679,3.34E-05
Gm13883,3.32E-05
1700081H22Rik,3.32E-05
Gm12576,3.32E-05
4930419G24Rik,3.31E-05
2010320O07Rik,3.31E-05
Gm16722,3.31E-05
Gm20404,3.30E-05
Gm11823,3.30E-05
Gm15594,3.30E-05
Gm13269,3.30E-05
3100003L05Rik,3.29E-05
1700123M08Rik,3.28E-05
NONMMUG009928,3.27E-05
Gm16046,3.27E-05
Gm14280,3.27E-05
5330439A09Rik,3.25E-05
BB031773,3.24E-05
Gm13028,3.24E-05
Gm16156,3.24E-05
Gm8619,3.24E-05
4932435O22Rik,3.24E-05
Gm15810,3.24E-05
Gm13710,3.24E-05
Gm12023,3.24E-05
6530401F13Rik,3.23E-05
Gm14329,3.23E-05
A130049A11Rik,3.22E-05
Gm15648,3.21E-05
BB365896,3.21E-05
AI847159,3.21E-05
C030013C21Rik,3.21E-05
Gm13644,3.20E-05
9530048J24Rik,3.20E-05
Gm15860,3.20E-05
Gm12905,3.19E-05
Gm13187,3.19E-05
A530017D24Rik,3.19E-05
Gm17112,3.19E-05
Gm16076,3.18E-05
Gm12092,3.18E-05
Gm11583,3.18E-05
C79798,3.18E-05
Gm11842,3.18E-05
4933421O10Rik,3.18E-05
1700087M22Rik,3.18E-05
Gm16876,3.17E-05
Gm16008,3.17E-05
Gm4409,3.17E-05
Gm16536,3.17E-05
Gm20512,3.16E-05
Gm11052,3.16E-05
1700047F07Rik,3.16E-05
C630043F03Rik,3.16E-05
Gm12718,3.16E-05
E130006D01Rik,3.16E-05
Gm13807,3.15E-05
Gm15208,3.15E-05
Gm16725,3.15E-05
Gm15892,3.14E-05
Gm16226,3.14E-05
Etohd2,3.14E-05
Gm13684,3.12E-05
1810059H22Rik,3.12E-05
A930019D19Rik,3.11E-05
Gm16835,3.11E-05
Gm14033,3.10E-05
Gm15419,3.10E-05
A430018G15Rik,3.09E-05
4921534H16Rik,3.09E-05
A330102I10Rik,3.09E-05
1700056N10Rik,3.09E-05
Gm13562,3.09E-05
Gm15563,3.09E-05
Gm12925,3.07E-05
Gm16322,3.06E-05
4930451E10Rik,3.06E-05
Gm16568,3.06E-05
linc1289,3.06E-05
Gm12694,3.05E-05
Gm16341,3.03E-05
Gm13849,3.03E-05
Gm12655,3.03E-05
Gm14093,3.03E-05
Gm14015,3.01E-05
8430419K02Rik,3.00E-05
AL772190.1,3.00E-05
Gm15408,3.00E-05
Gm17114,2.99E-05
Gm12473,2.99E-05
Gm17178,2.99E-05
1600010F14Rik,2.98E-05
2610019E17Rik,2.98E-05
1700057H15Rik,2.97E-05
4930538E20Rik,2.97E-05
Gm11638,2.97E-05
Gm13824,2.96E-05
F730016J06Rik,2.96E-05
Gm14204,2.96E-05
Gm12082,2.95E-05
A330032B11Rik,2.95E-05
Gm15286,2.95E-05
Gm14486,2.94E-05
Gm15179,2.93E-05
Gm15339,2.93E-05
Gm15672,2.93E-05
A730011C13Rik,2.93E-05
2310058D17Rik,2.93E-05
Gm12531,2.93E-05
BC046251,2.92E-05
Gm15270,2.92E-05
2810055G20Rik,2.92E-05
Gm16069,2.91E-05
A230071N21Rik,2.91E-05
Gm17133,2.91E-05
Gm12541,2.91E-05
Gm16352,2.91E-05
Gm13748,2.91E-05
Gm13844,2.90E-05
AC123687.1,2.90E-05
Gm13999,2.89E-05
NONMMUG021098,2.89E-05
Gm15609,2.89E-05
D230022J07Rik,2.88E-05
Gm16551,2.87E-05
Gm16118,2.87E-05
9530034E10Rik,2.87E-05
Gm15397,2.87E-05
Gm16252,2.87E-05
Gm12766,2.86E-05
A930001C03Rik,2.86E-05
Gm15489,2.86E-05
Gm3235,2.86E-05
AC117663.1,2.85E-05
Gm15851,2.85E-05
Gm13778,2.84E-05
Gm13133,2.84E-05
Gm15775,2.84E-05
Gm14133,2.84E-05
4933427I22Rik,2.84E-05
Gm15051,2.84E-05
AC130841.1,2.83E-05
4930455G09Rik,2.81E-05
Gm11861,2.81E-05
Gm20544,2.81E-05
4930527B05Rik,2.81E-05
9330162012Rik,2.81E-05
Gm12436,2.81E-05
Gm15723,2.81E-05
Gm20395,2.81E-05
Nctc1,2.81E-05
Gm20319,2.81E-05
4930520O04Rik,2.81E-05
Gm12930,2.80E-05
linc1580,2.79E-05
4921507L20Rik,2.79E-05
5133400J02Rik,2.78E-05
Gm16266,2.78E-05
C630020P19Rik,2.77E-05
4930486F22Rik,2.76E-05
Gm3848,2.76E-05
Gm20416,2.76E-05
Gm14285,2.75E-05
Gm16127,2.75E-05
Gm15870,2.74E-05
2610206C17Rik,2.74E-05
Gm15341,2.74E-05
1700112M01Rik,2.74E-05
4930548K13Rik,2.73E-05
Gm15567,2.73E-05
Gm20535,2.72E-05
Gm12272,2.71E-05
A630012P03Rik,2.71E-05
Gm17234,2.71E-05
C030013D06Rik,2.71E-05
2310050B05Rik,2.70E-05
Gm15976,2.70E-05
Gm11610,2.69E-05
NONMMUG013484,2.69E-05
4933408N05Rik,2.69E-05
1700007J10Rik,2.68E-05
Gm15942,2.67E-05
Gm13814,2.67E-05
D830044D21Rik,2.67E-05
Gm15585,2.66E-05
Gm11655,2.65E-05
Gm15817,2.64E-05
6530402F18Rik,2.64E-05
Gm8098,2.63E-05
Gm11762,2.63E-05
4833422C13Rik,2.62E-05
Gm15533,2.62E-05
Gm17414,2.61E-05
Gm11523,2.60E-05
Gm17168,2.60E-05
Gm17089,2.60E-05
4933426D04Rik,2.60E-05
Gm14636,2.59E-05
1700042O10Rik,2.59E-05
AW495222,2.59E-05
Gm12371,2.59E-05
Gm13791,2.59E-05
Gm15328,2.59E-05
3632454L22Rik,2.57E-05
4930404I05Rik,2.57E-05
Gm15024,2.57E-05
D930015M05Rik,2.55E-05
Gm15243,2.55E-05
Gm14290,2.54E-05
linc1423,2.53E-05
Gm15417,2.53E-05
A730060N03Rik,2.52E-05
4930405O22Rik,2.52E-05
Gm14211,2.51E-05
Gm14532,2.51E-05
Gm15742,2.51E-05
9130206I24Rik,2.51E-05
G530011O06Rik,2.50E-05
Gm13427,2.49E-05
Gm10501,2.49E-05
Gm16538,2.49E-05
Gm13261,2.48E-05
4933406K04Rik,2.48E-05
Gm15948,2.48E-05
D630024D03Rik,2.47E-05
Gm11418,2.47E-05
Gm12524,2.47E-05
Gm15413,2.47E-05
Gm13381,2.46E-05
4930554G24Rik,2.46E-05
Gm11651,2.45E-05
Gm15514,2.45E-05
Gm17122,2.45E-05
D730003I15Rik,2.45E-05
Gm15764,2.44E-05
Gm7568,2.44E-05
Gm12744,2.43E-05
A230005M16Rik,2.41E-05
Gm15863,2.41E-05
Fus,2.41E-05
Gm12709,2.41E-05
4930564K09Rik,2.41E-05
Gm13708,2.41E-05
Gm13362,2.40E-05
Gm16638,2.40E-05
Gm16119,2.40E-05
Gm15904,2.40E-05
Gm12811,2.39E-05
Gm15655,2.39E-05
Gm16275,2.39E-05
Gm11482,2.39E-05
A230057D06Rik,2.38E-05
Gm15638,2.38E-05
Gm13789,2.37E-05
Gm3513,2.36E-05
1500016L03Rik,2.35E-05
Gm16153,2.35E-05
Gm11837,2.35E-05
8030443G20Rik,2.35E-05
Gm11646,2.34E-05
Dnm3os,2.34E-05
0610038L08Rik,2.34E-05
Gm14966,2.33E-05
Gm14009,2.33E-05
5430427M07Rik,2.33E-05
Gm20456,2.32E-05
Gm12764,2.32E-05
Gm12724,2.32E-05
2410003L11Rik,2.31E-05
Gm11592,2.31E-05
Gm16272,2.30E-05
2500004C02Rik,2.30E-05
Gm15956,2.30E-05
1700022K14Rik,2.30E-05
2210417K05Rik,2.30E-05
B430010I23Rik,2.30E-05
6030443J06Rik,2.29E-05
Gm13415,2.28E-05
1700080N15Rik,2.28E-05
Gm16004,2.28E-05
Gm15444,2.27E-05
Gm10818,2.27E-05
Gm13872,2.27E-05
Gm11924,2.27E-05
1700060J05Rik,2.27E-05
Gm16050,2.27E-05
Gm12300,2.27E-05
Gm16542,2.26E-05
Gm16337,2.25E-05
Gm16577,2.25E-05
Gm12298,2.25E-05
4930443O20Rik,2.25E-05
4930517E11Rik,2.25E-05
Gm11986,2.25E-05
Gm13293,2.25E-05
Gm13564,2.25E-05
Gm15520,2.25E-05
Gm16150,2.25E-05
2900005J15Rik,2.24E-05
Gm16194,2.24E-05
Gm10044,2.24E-05
1700012C14Rik,2.23E-05
1700121F15Rik,2.22E-05
NONMMUG020776,2.21E-05
Gm15676,2.20E-05
2810408I11Rik,2.20E-05
6030407O03Rik,2.20E-05
Gm16251,2.19E-05
4930564G21Rik,2.19E-05
Gm12472,2.18E-05
Gm13554,2.17E-05
Gm16047,2.17E-05
Gm11458,2.17E-05
C030037D09Rik,2.16E-05
Gm13851,2.16E-05
Gm14964,2.16E-05
F830208F22Rik,2.16E-05
Gm15910,2.16E-05
Gm14508,2.16E-05
Gm5860,2.16E-05
Gm15232,2.16E-05
Gm16096,2.16E-05
Gm14064,2.15E-05
Gm12737,2.14E-05
Gm15939,2.14E-05
Gm16316,2.14E-05
Gm15545,2.13E-05
Gm15721,2.13E-05
4930479D17Rik,2.13E-05
A330093E20Rik,2.13E-05
Gm10754,2.13E-05
Gm11149,2.13E-05
Gm9801,2.13E-05
Rbfox3,2.13E-05
9130221H12Rik,2.13E-05
4933437N03Rik,2.12E-05
NONMMUG015993,2.11E-05
Gm17171,2.11E-05
Gm14105,2.10E-05
Gm10371,2.09E-05
Gm16001,2.09E-05
1700023H06Rik,2.09E-05
Gm17092,2.08E-05
1110018N20Rik,2.08E-05
Gm13530,2.08E-05
Gm11547,2.08E-05
1700073E17Rik,2.07E-05
Gm17477,2.07E-05
A930024E05Rik,2.06E-05
Gm12278,2.06E-05
Gm16033,2.05E-05
4930524O07Rik,2.05E-05
Gm16054,2.05E-05
Gm17088,2.05E-05
Gm11454,2.04E-05
Gm15558,2.04E-05
Gm2895,2.04E-05
Gm17137,2.03E-05
Gm15317,2.03E-05
Gm13327,2.02E-05
2810471M01Rik,2.02E-05
NONMMUG013171,2.02E-05
2010001A14Rik,2.02E-05
A630014C17Rik,2.02E-05
Gm15759,2.01E-05
D330023K18Rik,2.00E-05
Gm14268,2.00E-05
Gm12295,1.99E-05
5830403M04Rik,1.99E-05
Gm12126,1.98E-05
Gm14216,1.98E-05
Gm14055,1.98E-05
Gm14225,1.97E-05
1700109F18Rik,1.97E-05
Gm10558,1.97E-05
Gm20485,1.96E-05
Gm17094,1.96E-05
4930465A12Rik,1.95E-05
4933424L21Rik,1.95E-05
Six3os1,1.95E-05
Gm16059,1.95E-05
4930588K23Rik,1.95E-05
1700066J24Rik,1.95E-05
2210411M09Rik,1.94E-05
Gm16063,1.94E-05
Gm13262,1.94E-05
BC046401,1.94E-05
Gm15598,1.94E-05
5730405O15Rik,1.94E-05
Gm16731,1.94E-05
Lnp,1.93E-05
1810012K08Rik,1.93E-05
Gm11767,1.92E-05
NONMMUG015077,1.91E-05
D330050G23Rik,1.91E-05
Gm15494,1.91E-05
Gm15525,1.91E-05
Gm16576,1.91E-05
Gm16325,1.90E-05
Gm12128,1.90E-05
Gm12130,1.90E-05
Gm14812,1.90E-05
A430071A18Rik,1.90E-05
Gm14818,1.89E-05
NONMMUG023427,1.89E-05
Gm15880,1.89E-05
Gm11520,1.89E-05
4933406J10Rik,1.88E-05
Gm14547,1.88E-05
Gm13706,1.88E-05
Gm17207,1.88E-05
Gm11201,1.87E-05
Gm11713,1.87E-05
Gm9828,1.86E-05
Gm13031,1.86E-05
Gm20448,1.86E-05
Gm17173,1.86E-05
Gm11335,1.85E-05
Gm14278,1.84E-05
2900002K06Rik,1.84E-05
5730457N03Rik,1.84E-05
Tardbp,1.84E-05
Gm15932,1.84E-05
Gm14209,1.84E-05
Gm15592,1.83E-05
E130218I03Rik,1.83E-05
NONMMUG015735,1.83E-05
NONMMUG036446,1.83E-05
NONMMUG042740,1.83E-05
NONMMUG042970,1.83E-05
Gm17218,1.82E-05
Gm13307,1.82E-05
Gm15684,1.82E-05
Gm15178,1.80E-05
1700111N16Rik,1.80E-05
2810404M03Rik,1.80E-05
Gm13572,1.79E-05
Gm15777,1.79E-05
Gm16310,1.79E-05
Gm14662,1.79E-05
Gm11769,1.78E-05
Gm15396,1.78E-05
Gm12227,1.77E-05
4930443B20Rik,1.77E-05
Gm11772,1.77E-05
Gm13599,1.77E-05
9830144P21Rik,1.76E-05
Gm16104,1.76E-05
Gm15479,1.76E-05
Gm13227,1.76E-05
Gm15915,1.75E-05
Gm16262,1.75E-05
NONMMUG017704,1.75E-05
Gm16015,1.75E-05
Gm15688,1.74E-05
4930512H18Rik,1.74E-05
4931413K12Rik,1.73E-05
Gm11574,1.73E-05
Gm13376,1.71E-05
Gm13479,1.71E-05
NONMMUG013701,1.71E-05
NONMMUG039895,1.71E-05
Gm13497,1.71E-05
Gm13853,1.70E-05
Gm16170,1.70E-05
Gm6270,1.70E-05
Gm15587,1.70E-05
Gm13449,1.69E-05
Gm12462,1.69E-05
AK141895,1.69E-05
NONMMUG006067,1.69E-05
